hhid	district	village	villno	strno	group	g50	g51	g52a	g52b	g52c	g52d	g52e	g52f	g52g	g52h	g52i	g52j	g52k	g52l	g53	g53u	g54	g54u	g55	g55u	g56	g56u	g57	g57u	g58	g59	g60	g60u	g61	g62	g62u	g63	g64	g65	g66a	g66u
30364	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	2	0	6	4	1.0	22					450	2	1	1	2.0	22	100		1	1	3	0		
30365	3	3	303.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	9	4	1.0	2	1	4	1.0	24	350	2	1	1	1.0	15	150		1	2	3	1	1.0	22
30365	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	0	2	0	15	4	1.0	24					250	2	1	0								0		
30366	3	3	303.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	0	1	2	0	3	3	1.0	22	2	3	1.0	24	120	2	1	0								1	1.0	23
30367	3	3	303.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	2	3	1.0	22	1	3	1.0	24	75	2	1	1	2.0	22	30		1	1	3	1	1.5	15
30368	3	3	303.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.5	22	1	3	1.0	23	900	2	1	1	7.0	15	200		1	2	6	1	1.0	22
30369	3	3	303.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	1	2	0	0	2	3	1.0	15	4	3	1.0	2	1200	2	1	1	6.0	15	200		1	2	2	1	2.0	22
30369	3	3	303.0	3.0	1.0	14	1	0	0	0	0	0	0	0	0	0	1	2	0	2	3	1.0	22	1	3	1.0	23	800	2	1	1	2.0	15	100		1	2	2	1	1.0	23
30450	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									500	2	0	0								0		
30451	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	2	1	2	3	1.0	23	1	3	1.0	24	110	2	0	0								1	1.0	23
30452	3	4	304.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.0	17	2	3	1.0	24	300	2	0	0								1	1.0	23
30453	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	1	2	1	3	3	1.0	22	2	3	1.0	23	300	2	0	0								1	1.0	23
30454	3	4	304.0	3.0	3.0	13	4	0	0	0	0	0	0	0	0	0	0	0	0									100	2	0	0								0		
30454	3	4	304.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									210	2	1	0								0		
30551	3	5	305.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									250	2	1	0								0		
30552	3	5	305.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1.0	23					120	2	1	0								0		
30552	3	5	305.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	2	3	1.0	23	1	3	1.0	24	200	2	1	0								0		
40150	4	1	401.0	3.0	3.0	13	2	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.0	24	2	3	1.0	24	600	2	1	0								0		
40150	4	1	401.0	3.0	3.0	14	2	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.0	24	2	3	1.0	24	500	2	1	0								0		
40151	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	10	4	1.0	23	12	4	1.0	24	250	2	1	0								1	1.0	23
40151	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	6	4	1.0	23	8	4	1.0	24	150	2	1	0								0		
40152	4	1	401.0	3.0	3.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	2	3	1.0	23	1	3	1.0	24	300	2	1	0								1	1.0	24
40152	4	1	401.0	3.0	3.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	3	3	1.0	23	2	3	1.0	23	210	2	1	0								1	1.0	22
40250	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	3	3	1.0	22	1	3	1.0	23	200	2	0	0								1	1.0	23
40251	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	0	0					11	4	1.0	24	150	2	1	0								0		
40251	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	1	0	0	0					8	4	1.0	24	150	2	1	0								0		
40252	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	8	4	1.0	21					600	2	0	1	2.0	15		200	1	2	2	1	1.0	22
40260	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1.0	17					100	2	0	0								0		
40261	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	2	4	1.0	23					130	2	1	0								0		
40262	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									75	2	1	0								0		
40262	4	2	402.0	3.0	1.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									125	2	1	0								0		
40263	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	1	0	0	0					8	4	1.0	24	300	2	0	0								0		
40264	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1.0	22					300	2	0	0								1	1.0	22
40265	4	2	402.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	3	4	1.0	17					300	2	1	0								0		
40266	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	1	0	0	0					14	4	1.0	24	150	2	1	0								0		
40266	4	2	402.0	3.0	1.0	14	1	0	0	0	0	0	0	0	0	1	2	0	0	4	4	1.0	23	8	4	1.0	24	300	2	1	0								1	1.0	25
40267	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	0	0					3	3	1.0	11	250	2	1	1	1.0	17	200		1	3	3	1	1.0	23
40267	4	2	402.0	3.0	1.0	14	3	0	0	0	0	0	0	0	0	2	1	0	0	2	3	1.0	22	2	3	1.0	23	300	2	1	0								1	1.0	24
40268	4	2	402.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	1	3	2.0	22					450	2	0	0								0		
40269	4	2	402.0	3.0	1.0	13	3	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0.5	24					40	2	0	0								0		
40351	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	8	4	1.0	23	8	4	1.0	24	450	2	0	0								0		
40353	4	3	403.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	0	1	2	0	2	3	1.0	23	1	3	1.0	23	70	2	0	0								1	1.0	24
40354	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	2	3	2.0	22					300	2	0	0								0		
40354	4	3	403.0	3.0	1.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	1	3	1.0	23					200	2	0	0								0		
40360	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1.0	22					90	2	1	1	1.0	22	50		1	1	9	0		
40361	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	1	0	1	3	1.0	22	1	3	1.0	23	169	2	0	0								1	1.0	22
40362	4	3	403.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	1	0	2	3	1.0	23	1	3	1.0	23	200	2	1	0								1	1.0	23
40363	4	3	403.0	3.0	1.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	4	4	1.0	17					50	2	1	0								0		
40363	4	3	403.0	3.0	1.0	14	2	0	0	0	0	0	0	0	0	1	2	0	0	4	4	1.0	23	2	3	1.0	23	60	2	1	0								0		
40364	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	0	0	0									60	2	0	0								0		
40365	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1.0	23					250	2	1	0								0		
40365	4	3	403.0	3.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	3	2	1.0	23	1	3	1.0	23	200	2	1	1	1.0	15	100		1	1	2	1	1.0	24
40366	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	2	1	0	0	0	4	4	1.0	22	10	4	1.0	24	400	2	0	1	1.0	15	120		1	3	9	1	1.0	23
40367	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	2	3	1.0	23	1	3	1.0	23	200	2	0	0								0		
40368	4	3	403.0	3.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	0	0					2	2	1.0	24	50	2	1	0								0		
40369	4	3	403.0	3.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1.0	21					300	2	0	0								1	1.0	23
40450	4	4	404.0	3.0	2.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	5	4	1.0	24	7	4	1.0	24	300	2	1	0								1	1.0	25
40450	4	4	404.0	3.0	2.0	14	3	0	0	0	0	0	0	0	0	0	0	1	0					3	4	1.0	25	150	2	1	0								0		
40451	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	1	0					2	3	0.5	24	25	2	1	0								1	1.0	24
40451	4	4	404.0	3.0	2.0	14	4	0	0	0	0	0	0	0	0	0	1	2	0	1	3	2.0	24	2	3	0.5	24	125	2	1	0								1	2.0	24
40453	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									300	2	0	0								0		
40460	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	2	1	0	0	2	3	1.0	22	1	3	1.0	23	200	2	0	0								1	1.0	23
40460	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1.0	2					150	2	0	0								0		
40461	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	1	2	2	0	1	3	2.0	22	2	3	1.0	23	300	2	1	1	3.0	15		80	1	2	2	1	2.0	22
40462	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	1	0					1	3	0.5	24	70	2	0	0								1	1.0	24
40463	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1.0	23					200	2	1	1	1.0	22	80		1	2	2	1	1.0	24
40463	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	2	1	0	0	2	3	1.0	23	1	3	1.0	23	300	2	1	1	3.0	22	60		1	2	2	1	1.0	23
40466	4	4	404.0	3.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	2	0	1	4	1.0	21					300	2	0	0								1	1.0	24
40466	4	4	404.0	3.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	1	0					1	4	1.0	23	350	2	0	0								0		
40467	4	4	404.0	3.0	2.0	14	1	0	0	0	0	0	0	0	0	0	0	1	0					4	4	1.0	24	300	2	0	0								1	1.0	25
40468	4	4	404.0	3.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1.0	21					200	2	0	0								1	1.0	24
40469	4	4	404.0	3.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	1	4	1.0	22					130	2	0	0								0		
